"continent","country","state","total_arrivals"
"Oceania","Papua New Guinea","Johor",363
"Oceania","Papua New Guinea","Kedah",6
"Oceania","Papua New Guinea","Kelantan",1
"Oceania","Papua New Guinea","Perak",6
"Oceania","Papua New Guinea","Pulau Pinang",33
"Oceania","Papua New Guinea","Sabah",19
"Oceania","Papua New Guinea","Sarawak",96
"Oceania","Papua New Guinea","Selangor",1278
"Oceania","Samoa","Johor",15
"Oceania","Samoa","Sarawak",1
"Oceania","Samoa","Selangor",82
"Oceania","Solomon Islands","Johor",94
"Oceania","Solomon Islands","Perlis",1
"Oceania","Solomon Islands","Pulau Pinang",4
"Oceania","Solomon Islands","Sabah",8
"Oceania","Solomon Islands","Sarawak",77
"Oceania","Solomon Islands","Selangor",142
"Oceania","Solomon Islands","W.P. Labuan",1
"Oceania","Tokelau","Selangor",2
"Oceania","Tonga","Johor",11
"Oceania","Tonga","Pulau Pinang",37
"Oceania","Tonga","Sarawak",1
"Oceania","Tonga","Selangor",241
"Oceania","Tuvalu","Selangor",5
"Oceania","Vanuatu","Johor",746
"Oceania","Vanuatu","Kedah",9
"Oceania","Vanuatu","Pulau Pinang",80
"Oceania","Vanuatu","Sabah",19
"Oceania","Vanuatu","Sarawak",2
"Oceania","Vanuatu","Selangor",1294
"South America","Argentina","Johor",1662
"South America","Argentina","Kedah",1221
"South America","Argentina","Kelantan",25
"South America","Argentina","Melaka",4
"South America","Argentina","Perak",13
"South America","Argentina","Perlis",118
"South America","Argentina","Pulau Pinang",166
"South America","Argentina","Sabah",53
"South America","Argentina","Sarawak",45
"South America","Argentina","Selangor",8203
"South America","Argentina","W.P. Labuan",4
"South America","Bolivia","Johor",66
"South America","Bolivia","Kedah",9
"South America","Bolivia","Melaka",2
"South America","Bolivia","Perak",3
"South America","Bolivia","Perlis",1
"South America","Bolivia","Pulau Pinang",18
"South America","Bolivia","Sabah",4
"South America","Bolivia","Sarawak",27
"South America","Bolivia","Selangor",745
"South America","Brazil","Johor",5071
"South America","Brazil","Kedah",1292
"South America","Brazil","Kelantan",11
"South America","Brazil","Melaka",15
"South America","Brazil","Pahang",9
"South America","Brazil","Perak",68
"South America","Brazil","Perlis",152
"South America","Brazil","Pulau Pinang",490
"South America","Brazil","Sabah",183
"South America","Brazil","Sarawak",183
"South America","Brazil","Selangor",19081
"South America","Brazil","W.P. Labuan",6
"South America","Chile","Johor",678
"South America","Chile","Kedah",372
"South America","Chile","Kelantan",13
"South America","Chile","Melaka",2
"South America","Chile","Pahang",4
"South America","Chile","Perak",4
"South America","Chile","Perlis",99
"South America","Chile","Pulau Pinang",135
"South America","Chile","Sabah",49
"South America","Chile","Sarawak",23
"South America","Chile","Selangor",4737
"South America","Colombia","Johor",570
"South America","Colombia","Kedah",52
"South America","Colombia","Perak",7
"South America","Colombia","Perlis",1
"South America","Colombia","Pulau Pinang",77
"South America","Colombia","Sabah",25
"South America","Colombia","Sarawak",31
"South America","Colombia","Selangor",3872
"South America","Colombia","W.P. Labuan",1
"South America","Ecuador","Johor",243
"South America","Ecuador","Kedah",30
"South America","Ecuador","Perak",2
"South America","Ecuador","Perlis",4
"South America","Ecuador","Pulau Pinang",34
"South America","Ecuador","Sabah",10
"South America","Ecuador","Sarawak",18
"South America","Ecuador","Selangor",1370
"South America","Guyana","Johor",20
"South America","Guyana","Kedah",1
"South America","Guyana","Pulau Pinang",2
"South America","Guyana","Sarawak",1
"South America","Guyana","Selangor",113
"South America","Paraguay","Johor",79
"South America","Paraguay","Kedah",4
"South America","Paraguay","Perak",2
"South America","Paraguay","Perlis",1
"South America","Paraguay","Pulau Pinang",13
"South America","Paraguay","Sabah",7
"South America","Paraguay","Sarawak",1
"South America","Paraguay","Selangor",227
"South America","Peru","Johor",685
"South America","Peru","Kedah",115
"South America","Peru","Kelantan",3
"South America","Peru","Pahang",2
"South America","Peru","Perak",3
"South America","Peru","Perlis",21
"South America","Peru","Pulau Pinang",79
"South America","Peru","Sabah",28
"South America","Peru","Sarawak",17
"South America","Peru","Selangor",2727
"South America","Peru","W.P. Labuan",1
"South America","Suriname","Johor",96
"South America","Suriname","Kedah",2
"South America","Suriname","Kelantan",1
"South America","Suriname","Perak",2
"South America","Suriname","Perlis",6
"South America","Suriname","Pulau Pinang",10
"South America","Suriname","Sabah",2
"South America","Suriname","Sarawak",1
"South America","Suriname","Selangor",362
"South America","Uruguay","Johor",483
"South America","Uruguay","Kedah",26
"South America","Uruguay","Kelantan",30
"South America","Uruguay","Perak",2
"South America","Uruguay","Perlis",5
"South America","Uruguay","Pulau Pinang",17
"South America","Uruguay","Sabah",9
"South America","Uruguay","Sarawak",10
"South America","Uruguay","Selangor",1553
"South America","Uruguay","W.P. Labuan",4
"South America","Venezuela","Johor",289
"South America","Venezuela","Kedah",35
"South America","Venezuela","Kelantan",2
"South America","Venezuela","Melaka",1
"South America","Venezuela","Perak",1
"South America","Venezuela","Perlis",2
"South America","Venezuela","Pulau Pinang",34
"South America","Venezuela","Sabah",31
"South America","Venezuela","Sarawak",83
"South America","Venezuela","Selangor",1660
"South America","Venezuela","W.P. Labuan",2
